asset,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-06,2025-10-07,2025-10-08,2025-10-09,2025-10-10,2025-10-13,2025-10-14,2025-10-15,2025-10-16,2025-10-17,2025-10-20,2025-10-21,2025-10-22,2025-10-23,2025-10-24,2025-10-27,2025-10-28,2025-10-29,2025-10-30,2025-10-31,2025-11-03,2025-11-04,2025-11-05,2025-11-06,2025-11-07,2025-11-10,2025-11-11,2025-11-12,2025-11-13,2025-11-14,2025-11-17,2025-11-18,2025-11-19,2025-11-20,2025-11-21,2025-11-24,2025-11-25,2025-11-26,2025-11-27,2025-11-28
2.krs Round Desk 1,83.5,77.83,52.5,27,18.5,22.83,29.33,17.84,0.33,12.17,1.33,16.83,92.01,21.5,13.84,12.17,9.33,12.67,13.5,18,0,43.34,8.5,49.84,0,0.33,0.67,30.5,5.5,0,0,0,0.5,48.33,33.5,0,88.33,0.67,0,0,11.17,0,41.17,45.67,0,0.33,39,0,0.33,0,0.5,8.5,0,50.5,0,0,0,53.17,53.84,24.5,51,0,0,60.17,0
2.krs Round Desk 2,79.84,90.46,3,20,7.83,20.33,0,13.67,0,0,13.33,0.67,91.91,21.33,0.67,4.5,8.84,7.83,13.33,0,0,42,6.17,57,0,3.67,25.83,7.33,0,0,0,0,0,48.67,0,13.67,88.34,0,0,0,11.5,0,20.5,46.67,0,0,39,0,0,0,0,10.67,0,50.67,0,0,0,54,53.5,31.67,0,0,0,0,0
desk 153,69.5,88,0,0.33,74.5,0,83.67,0.33,85.84,81.5,0,89.34,0,83.84,54.84,75.67,63.84,81.17,91.84,0.33,83.01,0,0,31.5,28,0,0,0,0,0,57.34,0,0.67,0,0,79.67,0,82.34,0,91.59,0,0,0,0,91.86,0,86.5,83.34,0,81.5,0,84.67,0,14.83,9.17,0,43.17,58.84,88.7,22.17,78,0,77.5,0,0
desk 143,77.83,56.5,90.91,0,0,85.37,78.67,0,84.84,0,0,78,75.5,68.17,0,79.51,87.51,76,35.5,0,62.51,77.67,78.84,0,0,0,0,0,0,0,0,0,0,0,0,92.44,0,82.84,90.5,0,0,81.17,78.67,77.34,0,74.51,76.01,85.79,0,0,82.84,0,80.84,53.17,0,83.5,81.51,79.84,0,0,0,86.67,83.17,78,0
desk 123,0,43,74.34,63.17,0,55.67,55.34,68,0,0,68.34,17.17,0,0,34.67,74.5,78.54,64.34,73,1.33,0,89.48,81.67,55.84,0,0,88.26,88.17,89.83,0,60,0,82.01,12.69,70.51,87.49,0,30.67,46.17,57,86.17,0,90.17,0,89.57,91.89,88.47,57.34,59.63,63.93,0,49,0.33,0,82.91,0,40.83,80.01,1.83,39.5,0,0,0,0,79.67
desk 151,71.67,87,81.67,80.34,80.34,71.84,86.17,87.47,76.5,59.67,68.5,77.17,91.98,81.01,76,82.51,95.17,77.5,18,83.34,79.34,78.84,82.84,96.34,82,84.51,80.34,84.84,75.34,81.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.67,62.6,79.17,79.34,52.17,82.84,81.17,95.49,84.67,73.34,93.47,18.83,13.66,19.34,0
desk 142,75.33,77.16,78.58,81.83,80.33,77.33,71.83,82.5,82.17,85.67,72.33,71.5,0,0,0,0.5,73.17,74.67,76,24.21,35.17,74.16,72.17,68.33,0,65.5,72.5,84.66,0,0,0,0,0,82.62,67.83,0,0,0,0,0,71.5,72.67,75.17,88.83,58.17,74.5,79.5,65.53,79.17,0,65.67,66.66,76.89,76.5,85,70.5,74.33,84.08,80.17,65.66,74.5,72.17,86.5,73.83,44.5
desk 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.33,79.83,67.8,35.17,0,84.67,39.5,0,32,0,0,82.67,0,54.67,0,0,0,0,82.67,0,79.33,0,0,55.83,0,0.83,61,78.17,43.76,33.67,0,48.5,79.17,0,0,0,76.67,75.31,0,0,0,74.67,0,38.71,46.5,0,0,0,0,0
DEsk 88,0,17.5,0,66.19,0.33,0,0,0,0,0,0,0,0,0,0,0,37.33,0,5.83,0,0,16.67,0,18.29,0,0,77.67,39.83,44.5,0,2.5,0,0,61.17,0,0,24.67,36.83,25,0,0,17.17,0,24.67,0,0,27,0,67.84,0,0,51.67,0,18.33,0,0,30.67,27.33,69.17,0,0,43.17,0,0.33,0
desk 150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 135,81.5,78.5,90.5,84.51,86.34,77.84,81.34,86.5,79.33,78.81,79.83,80.17,79.34,80.51,81.51,0.33,80.09,13.67,4.67,46.5,80.67,83.51,0.5,85.34,92.84,0,0,0,0,0,81.17,35.67,84.17,0,0,0,81,58.67,0,0,0,82.51,80.17,0,0,0,82.51,49,80.84,82.51,79.67,79.34,80.61,81,0,0,79.67,80.67,79.33,80.37,80.5,80.67,79.17,80.67,78.17
desk 121,0,0,80.66,76.33,72.33,0,0.5,76,76.67,0,0,48.33,6.67,0.33,0.67,79.17,78.83,80,0.5,73.67,71.67,81,78.83,42.84,0,76.33,77.5,0,0,79.16,78.17,61.5,1.17,77.17,69.67,0,0,0,20,0,0,0,0.67,0,0.33,81,52.83,67,59.33,0.33,0,42.67,90.67,52.66,34.5,78.83,81,10,91.61,0.33,76.33,0,78.33,79.67,86.86
Desk 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,55.84,48.84,0,0,60.5,55.17,0,0,0,60.34,45,0,22,0,0,0,0,0,0,0,0,45,0,0,0,42.5,42.67,11.67,0,47.67,15.83,33,0,0,0,0,0,0,0,0,2.33,0,21.17,0,0,0,0,0
desk 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,19.17,0,0,0,33.67,48.67,0,73.84,40,52.17,73.5,0.5,0,0.33,0,82.67,0,0,53.83,0.33,74.84,69.17,49.84,0,22.5,65.5,0,40.33,75.17,20.67,0,0,0,48,19.5,40,0,0,49.5,0,74,0.33,0,25.5,81,50.17,0
Desk 94,65.34,80.32,15.5,62.31,0,21.5,82,55.84,73.67,49,81.06,82.05,30,23.83,0,57.5,54.84,24.24,82.17,0,39.34,32,13.85,39.84,21.5,83.01,43,80.67,86.5,79.01,86.67,62.5,80.17,0,0,82.34,61.34,50.8,44.84,0,38.34,82.5,83.34,59.3,60.5,38.84,83.67,88.76,0,0,78.5,85,79.67,85.34,58.83,47,64.99,72.34,58.67,77.5,69.5,73.84,79,63.5,80.34
desk 144,74.16,83.83,71.83,82.5,80.67,78.33,85.67,78.5,84.34,81.67,87,89,85.5,85.34,79,79.33,0,0,0,0,88.67,82.5,82,81.83,83.33,86.5,88.83,86.67,89,83.5,82.67,61.83,84.5,87.83,79.17,58.17,82.83,83,88.17,86.5,82.83,81.33,83.67,84.83,81.67,0,87.5,90.33,79.83,81.17,0,0,89,89.83,90.67,37.17,86.33,87.83,88,84,83.5,91.73,88.33,88.83,88
desk 134,0,0,0,0,61.84,0,0,0,0,0,0,0,0,0,0,49.17,0,0,0,0,0,0,0,0,0,0,0,0,0,44.17,0,0,0,0,0,0,0,0,70.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.67,77.17,0,0,0,0,78.51
desk 124,0,90.17,87.55,39.67,0,14.67,83.67,73.17,0,0,0,1.17,0,0,0,77.51,0,80.67,81.51,36.84,54.88,21.5,19.34,7.67,0,0,74.34,90.13,89.45,0,84.17,71.41,84.01,80.84,0,0,79.17,0,86.17,0,0,0,89.01,37,0,0,81.84,46.46,83.5,0,58.67,0,93.81,0,0,63.1,79.93,61.5,48.34,78.17,0,51.67,43.5,34.17,0
Desk 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,76.17,0,0,0,62.33,73.84,36.33,0,0,0,71.17,60,0,0,0,0,0,0,0,70.67,59,26.5,0,0,68,39,0,0,0,59.5,0,54.34,0,0,59.34,0,62.5,0,0,52.67,66,0,0,49.33,53.5,0,65.34,0
Desk 55,0,16.83,0,80.51,0,42.17,34.17,0,78.25,81.51,61.5,79.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,6,20.17,0,0,13.17,77.67,1.33,0,0.67,22.67,75.51,25.67,0,72.51,29.67,0,0,0,0,79.67,12,25.34,0,0,0,0,0,0,0,0,5.33,0,0,24.67,0.33,0,0,0
DEsk 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.33,85.83,94.33,77,0,97.17,80.83,93,0,0,85.49,84.66,92.5,0,0,78,0,0,0,0,97.14,90.17,90.67,0,0,84.17,69.67,92.34,80.17,0,89,78.67,78.17,0,0,84.67,73,84.33,65.33,0,86.5,40,0,0,0,94.34,97.57,92.33,0
desk 83,1.33,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,48.34,0,0,0,0,0,0,0,0,0,72,0,0,0,1.17,47.84,0,0,0.5,0,0,0,0.67,0,0,2.67,0,1.83,0,0,0,0,0,0,0,0,0
Desk 95,28.33,24.5,32.67,24.17,0,82.67,49.5,48.84,80.84,79.84,81.67,83.83,83.5,79.84,0,26.34,44,8.5,80.67,78.34,49.84,48.84,54.67,82.34,86.34,79,52,27.5,38.27,0,78.34,66.5,0,85,74.34,55.17,50.67,38.34,0,0,34.84,63.17,50.5,60.17,49.01,100,52.54,74,72,72.17,41.17,82.34,0,0,73.34,35.5,54.91,60,43.51,2.33,58,82.5,47.5,0,0
desk 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,60.17,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.83,69.83,76.17,54.5,0.5
desk 139,0,0,0,75.5,0.67,0,0,0,0,0,0,27.83,0,0,0,0,0,0,48,0,0,0,71,0,0,0,80.16,0,0,0,0,47.17,0,0,0,0,44.5,0,0,0,0,21.67,0,10.83,8.5,0,0,0,0,0,76.83,0,0,0,0,77.33,0,0,0,0.83,79,0,0,0,0
desk 125,77.63,51.17,78.27,63.57,72.17,76.5,44.17,82.96,0,11.83,72.84,81.66,0,59,46.17,77.58,87.74,78.67,70,34.5,64.18,46,99.33,45,83.34,88.17,89.5,0,0.67,77.83,0,0,89.84,0,73.84,15.82,10.81,49.67,52.34,84.12,0,47.84,51.84,49.17,0,95.03,88.85,45.49,8.67,78.17,77.51,80.45,90.61,0,9,43.73,79.22,36.34,43.84,38.34,67.83,79.66,84.48,88.17,86.13
Desk 74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,57.45,0,0,0,77.67,20.67,0,0,0,0,0,0,65.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.84,81.04,45,0,0,81,0,0,0,0,0,0,95.95,0,0,0,0,0,0,0,69.51,79.71,0,0,0,77.34,52,0,0,0,74.8,0,0,0,0,67,73,0,0,0,79.21,13.67,0,0,0,0,20.5,0,0
Desk 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.84,32.33,12.5,0,0,0,0,51.17,0,0,72.5,0,73.5,0,42.67,0,0,72,0,42.17,54.83,0,74.5,0,0,1.5,0,76.17,0,0,73,0,73,0,0,17,0,2.33,0,0,3.67,56.61,43,0,0,0,50.17,75,0
Desk 10,0,0,0,0,0,0,72.22,69.84,0,0,0,77.84,72.5,0,0,0,84.51,69.67,0,0,0,0.33,0,0,0,0,0,62.84,85.74,0,0,0,45.34,83.19,0,0,75.32,82.14,67.34,0,0,85.51,84.34,13.33,0,0.67,86.88,63.7,85.34,0,0,0,46.81,78.51,0,0,58.17,76.67,0,0.83,0,49.5,0,0,0
desk 84,48.5,0,18.34,0,0,9,0,11.5,30.33,0,0,0,53.33,34.67,0,56.17,0,50.34,17.17,0,53.67,52.17,31,0,0,0,0,57.34,0,0,0,0,0,0,0,66.5,50.33,48.5,72,0,73.17,68,17.84,52.34,0,1.17,58.84,71.5,47.5,0,67.84,67.34,0,39.33,0,73.5,67.84,29,0,0,67.67,59.83,0,0,0
Desk 93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0.33,45,74.84,0,48.17,53.34,0,63.17,0,75.17,61.84,16.5,0,0,79.84,64.84,57,11.17,0,10.67,0,46.33,75.5,0,0,55,18.67,57,0,52.17,54.17,84,38.67,0,16.83,59.67,50.84,11.33,0,85.28,1,8.83,57.67,0,81.34,68,43.83,37.33,48.33
desk 136,0,0,0,0.83,0,0.67,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.83,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,12.5
desk 126,54.17,82.67,76.5,0,0,50,51.34,88.01,0,76.51,0,89.78,53.17,0.67,42.84,0.67,1.67,67.71,48.34,15.17,64.67,0,0,40.34,12.67,0,65.51,78.17,81.17,0,0,0,0,75.84,58.34,0,0,0,0,89.46,50.67,62.26,93.73,31.67,0,49.17,78.01,87.84,52.34,77.51,51.34,0,50.67,40.67,0,46.84,95.29,69.34,0,0,60.87,11.67,8.83,0,0
2.krs Round Desk 3,3.83,1.33,9.33,18.17,0,0,0,0,0,0.23,0.5,0,0,0.67,0.67,0,7.17,0,8.83,15,0.33,1,0.67,0,0.33,0.33,0.83,0,1.5,0,1.33,0,0.33,0,0,0,0,0,0,0,1,5.33,0,0,0,0,0,0.33,0,0.67,0,0,0,9.85,0,0,0,0,18,0.33,1.33,0,0.33,1.17,6
DEsk 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,85.49,42.67,0,75.17,0,0,0,0,0,79,6.67,0,35.1,85.61,64,0,0,0,0,81.65,0,0,0,0,0,80.83,53.5,0,81,85.38,30.07,81.5,0,0,84.6,54.94,0,0,0,55.67,0,38.83,80,23.17,86.33,83.5,87.9,52.74,89.24
New desk1,0,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,55,0,0,0,0,44,36.34,0,0,41.73,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
Desk 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.27,82.94,0,0,0,86.66,71.66,0,0,0,92.21,0,84.83,0,0,91.59,0,75.94,0,0,75.17,86.49,77.66,0,0,79.2,79.71,60,0,0,86.08,83.34,0,0,0,0,83.84,0,0,0,81.69,59.86,0,0,0,83.07,76.24,0,0
desk 77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.84,0,2.5,0,0,0,0,11.67,0,0,69.67,0,46.42,0,0,0,0,45.83,0,0,53.84,0,72.84,0,0,0,0,29.67,0,0,0,0,0,0,0,81.67,0,78.84,0,0,42.17,0,17.67,8.33,0,0,32.5,43.5,0
Desk 9,0,0,24.5,0,0,31.83,30.67,27.83,0,2.83,0,0,0,0,0,24.17,15.5,0,0,0,11,0,0,0,0,0,0,9.33,0,20.33,0,0,0,0,0,5.83,0,0,0,0.83,0,0,55.5,0,0,0,0,6.33,20,0,26.33,0,0,0,0,30.67,0,30.83,0,0.67,0,0,0,12,0
Desk 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.77,61.5,7.5,0,77.8,15.47,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.59,79,11.67,40.67,0,74.5,81.84,0,58.5,53.17,39.82,82.67,0,41.5,0,21.5,79.84,39.5,80.5,0,37.33,29.34,2.67,78.67,0,81.51,73.67,47.5,18.67,4.17,76.17,88.51,4.33,80.17,3.83,44.5,74,49.83,77.17,24.17,76.49,0.5,1.17,76.84,0,18.5,58.5,59.67,75.5,20.5
desk 137,0,17.13,34.95,75.45,41.67,72.84,77.25,81.24,74.73,79.56,74.21,50.86,73.02,71.02,61.5,46.34,73.08,35.33,32.83,80.06,0,79.87,73.53,71.19,63,74.66,53.32,80.81,46.47,47.5,77.11,73.27,68,71.59,67.84,71.07,78.56,78.22,70.88,80.87,0,0,0,0,0,80.31,80.63,76.63,78.79,76.78,64.84,46.34,72.58,74.67,0,0,49.71,47.67,0,26.17,0,30.16,65.5,40.48,73.97
desk 131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.67,0,0.67,0,0,0,0,0,0,0,0.83,0.67,0,0,0,0,2.33,0,0,74.74,76.23,87.39,44.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 156,84.4,40.67,82.67,75.37,80.34,70.67,83.34,78.3,83.29,80.17,81.58,82.91,77.01,78.01,0,78.17,80.51,0,79.89,74.88,76.18,79.01,56.16,0,78.67,81.44,51.76,82.26,45.24,59.73,75.01,73.36,83.01,80.67,72.67,84.3,81.34,79.17,82.1,54.84,78.34,77.84,76.84,81.84,0,0,79.67,0.33,79.12,73.77,76.5,72.51,75.17,82.71,77.37,80.34,80.33,73.67,56.34,66.67,78.1,61,82.91,0,78.39
2.krs Desk 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,79.71,73,0,0,0.33,89.5,0,0,0,0,0,0,0.22,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,87.97,0,0,0,0,0,0,0,0,31.33,0,0,0,0,0,0,35.5,0,0,60,80.17,0,69.5,0,49.33,0,0,67.67,0,12,77.67,0,69,0,11.33,0,0,0,8.5,0,0,0,0,0,18.17,0,0,0,0
Desk 67,82.75,75.83,81.16,78.17,82,78.11,76.17,84.45,77.45,0,0,0,84.14,71.83,74.33,82.86,83.7,83.54,21.38,0,78.83,81.73,81.23,84.74,77.74,83.09,84.26,82.59,84.6,74.6,0,0,69.79,1.83,0,83.5,83.31,82.65,81.17,75.99,82.5,82.33,83.18,57.17,74.18,83.19,83.67,83.7,81.5,66.04,83.17,81.23,84.73,61.07,75.4,82.83,0,0,0,0,0,0,0,0,0
DEsk 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.83,0,0,0,0,0,0,0,69.17,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,0,0,0,0,0,0,0.33,0,0,0,79.17,0,0,0
Desk 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,17.83,49.5,26.34,0,73.01,84.51,53,69.09,76.01,73.17,34.17,61.34,42.34,75.34,72.51,84.51,54.84,83.51,75,50.34,44.17,79.17,0,0,74.51,81.5,47.17,0,76.17,81.43,54.17,79.67,79.51,51.84,0,64.84,85.67,80.84,0,0,72.34,6.33,80,0,76.34,78.84,0,72.17,0
Desk 2,78.04,78.34,0,82.35,0,80,79.17,0,3.34,0,80.67,78.84,0,79.17,0,0.83,95.96,76.84,72.84,0,0,81.34,74.17,77.34,0,0,80.67,76.67,79.34,0,0,0,0,0,0,78.17,0,81,81.55,0,0,79.51,51.17,0,82.15,78,80.79,78.5,0,0,64.34,81.17,80.51,0,0,0,0,27.67,82.16,73.51,0,0,76.17,79.84,0
desk 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.17,77.17,74.17,38,77.17,0,78.67,80.34,77.34,86.67,52.33,79,79.34,78.34,82.67,31.83,0,53.17,78,79.67,56.17,78.67,80.17,75.17,76.84,0,8.67,52.34,77.17,81.51,0,0.5,0,2.84,0,0,47.33,0,46.12,77.34,0,0,74.34,20.5,30.5,54.5,77.67,51.5,37.34,77.17
Desk 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,0,0,0,48.5,0.33,0,0,0,81.83,80.33,0,0,0,58.5,73.5,77.66,0,0,0,0,84,0,0,81.17,60.41,0,0,0,0,83.21,19.04,0,0,0,82.83,82.02,0,0,0,28.33,83,0,0,0,58.67,87.64,0
desk 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,8.67,1.83,0,0.67,15.17,0,68,0,0,8.84,3.67,0,0,0,0,0,0,0,0,55.34,0,67,0,0,68.17,0,64,0,0,76.34,0,0,0,0,72.33,7.33,0,0,2.17,0,20,0,0,0,0,71.83,0,0
desk 147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.33,2.17,0,0,0.5,0.33,0,0.5,0,0,0,0,2.67,0,1.67,1.5,0,0,1.67,0,0,54.17,65.17,1.83,0,44.5,37.17,0.67,0,0.83,0,0.33,4.52,0,5.83,0,0,0,0.33,0.67,0,0,0,0.33
desk 140,0,6.5,51.17,59.67,0,83.67,19.17,46.17,0,0,25.33,51.16,11.83,14.17,0,0,0,27.34,36.33,0,0,84.67,34.83,36.5,0,0,85.34,45.13,67.34,0,0,37.5,0,0.33,0,0,0,0,0,0,0,35.17,47.5,28.83,0,0,44.67,27,0,0,0,22.83,36.67,43.67,0,30,29.17,40.17,41.83,35.5,0,77.84,32.83,50.67,0
desk 130,0,0,0,0,38,0,58.67,0,0,39.17,17.33,9.66,0,0,55,63.17,72.84,66.17,0,0,81,0,80.01,0,36.84,62.5,0,0,88.17,0,0,0,79.34,0,0,39.34,1.17,0.33,0,44.84,40.34,64.34,85.99,52.81,0,57.78,0,43.17,0,0,52.34,0,69,0,0,0,0,58.34,0,0,0,53.33,0,0,0
desk 157,80.83,76.34,79,84.12,0,80.67,82.5,80.67,81.59,40.17,58.67,42.5,78,81.56,0,0,83.5,82.42,78.01,0,79.5,42.22,0.5,44.5,0,0,79.5,40.83,79,0,78.67,27.49,83.16,59,76.67,78.47,79.5,83.67,0,0.33,81.61,81,84.1,0,0,75.83,84.74,78.34,0,0,0,79.84,80,0,0,80.52,81.83,82.68,84.01,76.34,0,0,0,0,1.5
2.krs Desk 3,78.5,43.33,74,0,0,0,0,0,0,39.17,38.5,0,0,0,0,62.33,49.33,0,0,0,0,37,0,40,0,0,72.33,75.17,5.33,0,0,8.33,50.5,0,0,64.67,27.33,0,0,0,77.67,79.67,76.67,58,0,76,0,45.67,0,0,0,84.37,0,0,0,0,0,0,0,0.67,78.67,48,72.17,0,0
