asset,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-26,2024-08-27,2024-08-28,2024-08-29,2024-08-30
2.krs Round Desk 1,0,16.33,14.84,54,0,20,33.5,35.67,49.34,0,0.5,0.33,75.17,25.67,0,0,0,12,42.83,20.33,0,0,0,0,0,0,0,0,0,0,0,0.83,4.33,0,0,0,0,8.33,0,0,3.79,0,0,0,0,6,36.17,0,23,0,0.33,0,0,28.67,0,0,0.33,20.5,28.5,0.33,0,80.83,95.3,58.67,0
2.krs Round Desk 2,0,15,18.5,54.67,0,0,34.67,33,45.5,0.5,15,0.33,44.17,25.5,0,0.33,8.33,17,43.67,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,8.16,0,0,0,0,0,0,0.33,0,0,0,6,34.83,0,23.17,0,0.5,5.5,7.5,36.5,0,0,0.5,0.83,28.5,8.5,0.5,81,87.17,31.5,0
desk 153,55.67,68.67,60.51,0,42.67,61.46,87.46,51.67,35.67,0,84.34,44.84,85,79.13,0,0,81.34,0,67,83.81,0,69.34,0,0,0,0,0,0,82.37,0,0,0,0,0,0,77,60.5,87.25,0,0,0,0,74.17,0,0,88.84,73.5,7.33,0.33,0,0,69.51,49.67,68.84,0,0,0,20,23,0,48.83,0,45.67,70.17,0
desk 143,0,0,71.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,77.17,76.67,0,64.84,0,0,0,0,0,1.5,0,86.17,0.67,0.67,79.17,64.33,78.5,64.5,33.33,0,74.17,62.17,0,47.33,0,75.17,58,0,74,0
desk 123,92.17,93.34,99.24,95,72.92,0,0.5,0,16.84,0,94.67,70.34,98.18,50.17,0,62.88,94.39,90.9,90.74,59.41,0,0,78.84,0,0,18.99,0,0,0,0,0,19.72,0,0,7.67,96.1,68.11,94.45,94.63,90.17,95.83,91,87.18,27.67,63.52,87.01,96.34,94.4,89.4,33.74,92.17,92.11,93.45,92.63,90.8,94.84,90.67,92.18,62.17,90.36,69.17,73.39,93.67,98.07,89.24
desk 151,59.17,53.17,81.67,6.34,0,0,0,24.5,48.67,0,0,36.17,29.5,0,0,0,0.5,13.17,36.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.17,70.67,70.5,59.34,60.39,7.83,0,0,71.17,75.67,48,53.17,26.5,40.67,42.17,60.34,54.33,0,32,44.5,0,46.08,0,50.84,59.17
desk 142,73.33,47.83,45.33,69.16,13,62,60.67,68.16,56.5,0,50,21.83,70,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,66.17,61.33,70.5,33.67,0,0,0,82.52,82.17,0,58,69.5,55.83,42.17,55.33,73.17,78,61.07,76.17,49.67,59.33,67.67,57.5,73.5,0,0,73.83,51,65.17,60.17,58.5,64.66,68.33,64.65,0
desk 122,0,0,65.33,0,0,0,71.17,79.5,24.17,0,69.84,82.83,43.17,0,0,0,0,0,0,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.33,0,0,0,0,0,0,0,0,73.17,0,57.33,49.33,0,41.67,62.33,41.61,0.5,0,87.67,83.5,68.5,66,63.83,61.83,62,42.83,83,0
DEsk 88,56.84,79.51,0,0.67,3.84,55.5,0.33,0,0,60.58,65.22,26.04,78.03,65.52,0,0,0,0,0,0.33,53.09,0,70.24,74.4,64.5,45.19,54.67,80.84,57.5,37.32,55.79,78.95,64.11,0,0,73.06,80.06,84.21,70.54,70.36,67.67,83.99,72.81,69,68.79,83.77,31.09,54.08,81.91,54.23,77.01,50.19,38.18,71.51,0,82.31,35.17,55.28,69.61,59.93,1,0,0.5,85.88,66
desk 150,72.17,70.34,52.17,69.67,34.67,41,72.17,66.17,69.67,63.67,44.84,66,71.84,28.5,0,66.5,74.84,61.84,67.34,63.34,34.5,76.92,61.67,62.84,49.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.17,57,61.34,68,64.67,64.34,67.84,66.84,23.5,68.17,62.84,72.67,66.84,68.67,67.67,58.67,62.17,66.34,65.33,40.33,65.17,65.5
desk 135,77.84,81.01,55.54,85.5,62.84,80.51,78.51,83,78,83.34,78.51,79.5,80,77.34,0,79.34,55.34,74.5,58.51,81.11,86,83.32,78.01,21.17,80.5,78.17,76.84,78.5,78.67,45.17,81.84,85.97,80.64,73.17,74.67,79.84,81.38,80.51,75.67,76.01,75.17,77.67,78.01,82.51,77.81,76.01,78.01,78.17,78.67,77.17,76.5,79.33,79.67,90.34,81.51,0,0,0,0,0,0,75.67,76.17,77.84,68.84
desk 121,77,0,75.5,0.33,0,0,2.83,0.83,0,0,66.17,84.83,56.67,0,0,0,11.67,82.5,69,71.17,74.67,51.33,86.17,84,74.17,64.5,86.33,84.33,84.33,37.83,76,84.67,85.67,85.33,89.17,47.5,92.58,71.5,84.5,84.17,85,84.33,81.5,73.67,73.67,84.83,69,86.33,85,81.33,85.67,79.33,56,40.19,62.83,81,25.5,10.17,47.83,60.83,84.66,85.17,80.67,89.17,90
Desk 8,0,0,0,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.84,0,0,0,25.34,39,0,0,0,0,0,0,0,0,0,0
desk 82,59,56.83,0,0,73.84,0,36.5,50.17,0,61.17,72.34,68.5,0,23.67,0,0,64.67,50.67,0,0,78.84,0,64.23,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.67,0,61.5,47.5,86.5,72.67,53.17,79.51,78.34,0,0,0,72.5,73,0,0,81.5,76.84,84,0
Desk 94,44.33,69.67,71.84,77.84,82.81,85.62,18,36.33,0,5.42,1.33,10.67,5.17,2.04,0,73.34,76.84,69,0,0,0,0,0,36.45,0,0,0,79.5,0,0,76,73,80.67,0,0,0,0,0,0,0,80.94,72.67,75.67,65.84,63.67,32,0,0,83.03,69.34,77.34,59.34,63.5,0.83,0,59.95,49.5,0,53.43,58.5,86.56,0,36.67,55.84,0
desk 144,0,81.67,82.33,84,50.67,81.83,81.5,77,83.5,69.5,76.83,82,49.67,62.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.83,80.5,74.17,72.33,77.34,78,73.83,82.67,78.5,59.83,75.5,79.5,63.17,80.5,79.33,80.33,82.16,75.17,76.5,78.33,78.5,78.33,80.67,76.67,71,79.33,61,0,82.17,62.83
desk 134,80.49,74.67,82.14,74.67,78.84,82.43,80.84,80,79.9,78.89,80.03,81.36,81.68,80.34,0,81.47,50,75,79.61,85.93,0,54,76.34,47.17,76.17,78.17,0,76.33,76.67,0,0,78.01,0,76.5,0,78.17,0,81.67,80.67,80,77.33,76.67,47.84,77.84,77.34,75,75.67,76.84,76.5,83.79,76.67,0,76.84,83.67,79.67,80.17,77,77,77.17,76.67,76.67,76.5,72,71.84,0
desk 124,0,0,79.51,85.01,81.51,80,83.5,84.01,56.67,86.34,80.67,60.17,78.17,89.13,0,0,40.17,51.5,0,79.67,42.17,60.17,71.67,0,0,0,0,0,0,0,81.17,74.34,43.5,76.67,72.67,77.84,74.51,75.5,74.84,68.34,75.34,72.84,76.17,77.51,0,78.67,53.5,84.67,52.17,48.17,72.17,53.84,36.44,80.34,80.17,80.67,0,0,0,0,71.83,75.67,63.67,72.97,0
Desk 7,0,0,0,16.83,0,0,81.34,82.17,61.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.84,79.83,0,0,0,0,0,0,0,0,80.16,0,0,0,0,0,0,0,0,0,0,80.34,21.34,0,0,0,0.33,0,0,0,0,0,0,0,0,34.5,0,0
Desk 55,0,47.17,0,77.01,5.33,0,4.17,50.17,68.84,0,58.67,60.01,80.17,0,0,0,51.21,79.5,79.67,0,0,80.51,80.34,79.34,0,0,58.34,58.16,79.84,0,0,84.67,79.67,0,0,0,80.17,37.34,80.34,0,58.17,57.5,0,82.67,0,0,33.84,78.51,80.84,55.34,50.5,80,37.34,58,0,0,78,76.67,79.34,0,7.33,81.84,66.9,0,55.17
DEsk 5,0,82.17,88.83,47.67,0,83.17,86.67,82.66,0,0,0,87.66,85.5,0,0,0,91.67,79.34,18.5,0,0,82.67,82,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5,83,75.84,83.67,0,0,83.12,81.33,73.83,0,0,85.5,81.17,82.5,0,0,83.17,83.17,84.5,0
desk 83,0,25.84,59.67,59.84,18,1.67,52.5,34.58,0,57.5,0,0,3.17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,91.5,0,0,46.5,0,0,81.84,0,0.67,0,16.5,5.17,2.83,69.17,0,0,1.17,0,2.67,0,34,0,33.67,82,0
Desk 95,74.5,59.34,76.95,82.17,47.76,60.08,0,39.34,70.17,0,41.83,10,41,0,0,70,0,0,0,0,0,16.33,48.34,41.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.34,22.17,18,2,21.67,73.84,0,0,47.84,0,37.5,0,52.5,58.33,0,22.48,0.67,0,56.5,0,30.84,0,57.57,38.17,0
desk 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 139,0,0,0,40.5,23.5,0,39.1,59.33,0,0,78.83,4.17,42.67,51.33,0,82.5,5.83,12.5,10.83,0,64.17,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.67,0,0.67,26.83,0,0,0,0,0,17.5,88.48,0,6.5,75.66,30,79.5,71.16,0,89.68,43.17,79.67,0
desk 125,80.67,82.51,75.67,78.51,0,1,77.51,69.67,59.17,0,73.67,74.84,84.34,0,0,0,69,87.51,83.5,72,0,0,73.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,82.33,0,0,0,76.34,79.67,76.17,77.01,29.33,79.5,60.5,72.34,44,77.32,79.63,82.12,70.84,50.67,76.5,77.83,77.34,73.01,74.34,0
Desk 74,42.5,83.5,48.17,17.17,0,79.01,8.83,34,0,0,0,0.33,17.84,0,0,74.17,0,29.17,76.84,0,0,0,43.41,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84,0,0,0,41.34,0,58.8,27,0,73.17,0.5,0,49.67,28.34,0,47,27,49,0,1.5,25,1.33,77.84,0,0,0,0,0,80.17
DEsk 6,0,72.67,79.73,52.23,0,0,78.53,83.53,0,0,0,77.99,55.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.34,77.67,12.84,0,78.34,83.98,72.67,0,0,75.17,83.5,0,0,0,79.17,5.67,72.34,0
Desk 76,87.5,55.5,12,17.5,0,20,50.41,87.67,47,0,84.33,19.67,55.34,0,0,0.83,75.34,71.17,83.33,20.5,14.33,26.17,59.67,31,84.17,73.34,84.14,12.84,0.33,0,63.28,88.78,98.17,0,0,0,0,0,0,0,0.5,73.67,0,30.33,0.33,82.54,36.5,73.34,0,70.83,44.68,20,19.17,44.67,46.33,0,47.67,44.98,38,0,30.67,50.5,80.5,0.33,0.5
Desk 10,0,0,28,47,0,0,0,2.33,0,0,0,0,0,0,0,45,78.51,52.34,73.5,0,0,18.67,10,77.84,71,0,0.5,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,0,0,10,1.33,76.5,0,36.67,24.17,49.17,57.5,67.5,78.84,80.67,36,0,78.17,79.17,81,78.34,81.01,62.5,54.67
desk 84,0,0,0,74.84,0,45.34,23.17,0.83,0,33,18.33,0,54.17,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0.33,0,70.17,0,0,72.67,52.5,15,0,34.67,41.17,40.17,0,43.33,1,47.5,0,44,22.33,24.34,10.33,0
Desk 93,0,0,82.67,67.17,1,0,0,0,2.33,0,0,12.67,0,0,0,0,0,85.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,46.19,43.34,0,0,0,51.32,0,51.84,80.5,57.84,64.17,0,0,0,0,39.5,0,81.5,84.33,5.83,44.84,0
desk 136,60.17,75.67,39,41,50.5,74.84,0,58.5,73.67,0,84.75,52.84,15.34,0,0,76.01,1.83,19.5,25.84,0,76.67,55.34,77.17,76.84,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.33,75.67,72.51,78.34,71.84,0,0,71.24,0,0.33,0,0,0,0,0,0,0,2,0,0
desk 138,69.67,85.22,46.67,78.37,43.17,47.84,65.34,68.17,0,21.67,60.3,72.34,0,0,0,27.17,92.24,91.91,33.17,0,49.34,22.17,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.63,52.34,0,80.11,69.5,27.67,63.5,24,45.89,0,49.5,54.19,46.5,0,71.17,34.5,69.14,49.84,66.5,71.84
desk 126,82.5,0,89.21,87.86,0,49.5,76.84,80.17,38.44,80.67,85.34,61.34,61.51,0.67,0,77.5,27.67,90.45,23.33,0,0,98.38,75.36,86.17,0,78.34,37.5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.46,42.78,62.76,85.34,73.51,65.7,55.17,78.84,65.17,0.33,40.17,80.84,83.43,42.84,27.33,47.83,0,27.5,85.16,82.01
2.krs Round Desk 3,79.17,0,1.83,44,0.33,0,0.5,30.44,0,30.5,4.23,0,0,22.5,0,0.82,0,12.33,7.83,5.17,0,0,0.83,0,0.33,2,0,0.67,15.17,0,0,6.68,9.67,0.67,0,0,0,0,0,0,0,0,0,7.17,13,0.83,0,0.83,22.34,0,2.67,0.33,0,0,0.67,0,0.33,0.33,1.5,1.17,0.67,0,7.67,0.67,0.67
DEsk 25,87.17,0,85.33,76.33,0,0,45.33,68.03,79.33,0,0,0,15.39,54.33,0,82.67,77.17,74.83,0,0,0,77.83,75.95,0,0,0,0,83.83,76.48,0,0,0,83.17,84.83,0,0,78.5,77.17,0,0,0,56.83,0,0,0,24.33,0,83.5,68,77,0,80.5,84.33,82,73.17,0,86.83,70.83,68.5,0,0,0,84.83,97.82,86
New desk1,78.5,30,0,78.84,0,34.67,21,10.17,0,0,27.17,41.83,0,66.84,0,40.17,76.5,76.17,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,37.5,0,0,0,76.84,22.83,67.5,0,0,60.83,37,10.67,40.34,0,54.84,38.83,55,44.83,0,23.18,62.67,0,0,30.83
Desk 3,78.49,75.33,0,48.18,0,0,83.38,0,49.23,0,0,35.83,73.6,0,0,0,0,77.64,0,0,0,0,80.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.74,0,76.26,0,70.11,0,76.96,0,81.64,0,0,82.84,80.35,0,0,0,78.5,67.56,38.24,0
desk 77,32,0,36.17,0,0,72.34,51.03,48,0,0,31,7.5,27.67,40.84,0,34.83,0,0,59.33,0,0,79.67,0.83,0,15.84,0.83,83.33,79.67,77.48,0,6.5,78.44,73.17,0,0,0,50.84,38,77.04,0,0,58.5,0,79.48,83.84,0,0,39,0,4.33,79.67,85.33,1.33,7.67,0,0,45.67,62.5,88.66,0,32.34,0,59.5,74.78,0
Desk 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,75.16,46.86,71,0,0,29.83,58.33,72.33,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67,53,0,0,0,0,0,40.67,54.5,78.83,0,0,0,48.83,0,68.67,51.5,40.33,0,10.33
Desk 91,83.2,82.67,0,0,0,79,51.67,78.67,0,77.16,85,84.83,80.17,79.33,0,81.17,73.67,67,0,0,81.83,80.33,79,0,0,82.17,44,76.33,81.37,0,77.22,77.5,83.56,0,0,72,81.59,81.76,79.67,77,80.5,79.45,82.12,0,0,72.33,74.67,81.5,76.67,0,87.67,89,81.83,82.67,67.66,80.83,82.37,69.83,82.38,52.49,61.5,87,45,69.33,76.5
Desk 96,0,67.17,0,11.66,0.5,0,8.33,17.5,44,0,39,10,0,32.67,0,21.33,67.34,48.34,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83,2.33,0.33,2.5,0.33,35.33,0.33,0,11.17,0,0,0,0,12,0,0,0,4.17,19.33,0,2.83,0.33,13.5,0.33,0
desk 137,0,4.83,20.33,0.33,1,2.5,0,0,0,0,0,0,20.17,0,0,0.33,37.5,16.04,10.5,0,33.84,42,23.5,61.82,0,0,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.09,0.33,41.17,15.67,33.17,0,0,0,0,43.85,60,76.66,79.98,69.5,0,0,0,0,35,76
desk 131,78.67,0,56.84,3.67,73.34,0,32.67,79.84,0,60.17,80,81.28,0,79.67,0,0,37.17,61,0,76.17,0,79.17,79.84,34,0,0,54.84,0,38.66,0,0,0,0,0,0,0,51,0,0,61.17,0,0,0,0,0,0,0,59.17,83.5,72.5,85,81.67,0,45.84,82.34,81.34,78.84,81.17,80.33,76.33,81,81.17,49.67,39.84,0
desk 156,87.51,85.84,81.34,0,81,78.94,82.5,89.25,89.91,85.34,84.7,81.17,80.34,44,0,65.34,72.34,0,0,80.51,0,0,69.17,0.33,57.67,0.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,82.01,82.17,0,0,85.17,81.01,81.98,80.5,0,47.84,80.67,80.34,0,81.51,80.17,82.67,80.34,79.84,0,80.5,78.33,79.17,78.17,80.67
2.krs Desk 8,1.5,0,0,21.34,3.5,0,0.83,0,0,0,0,0,0,0.33,0,15.34,78.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0.33,0,0,0,0,0,0,0,0,0.33,78.81,0,0,0,0,0.66,0.67,0
DEsk 36,43.5,8.83,0,74.67,0,0,58,70.83,23.82,22.67,0,86.17,17,0,0,0,1,0,72.83,0,78.33,4.83,75.83,72.17,82,76.67,78.33,79,76,83.17,0,0,0,0,0,0,0,0,0,0,0,20.83,0,47.33,0,85.5,80.83,77,61.83,77,31,0,0,0,0,52.5,0,48.5,0,0,0,0,0,45.5,0
Desk 67,0,0,70.63,72.79,0,0,0,67.15,0,0,0.33,0,0,0,0,0,79.83,75.88,76.54,74.66,75.06,73.56,74.73,73.91,78.57,80.42,75.26,76.93,77.26,69.67,0,0,0,0,0,81,0,0,0,0,76.17,78.34,77.84,0,50.85,78.19,78.19,0,85.87,45.33,11.38,83.89,72.67,83.83,0,0,75.17,0.33,0,0,0,0,0,0,0
DEsk 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 49,95.07,70.17,16.67,0,2.17,73.34,0,58.33,79.5,37.5,55.34,52.91,45.17,12.67,0,86.5,84.84,68.34,80.84,16.17,57,0,72.67,84.17,67.01,80.5,81.5,71,30.34,58.5,0,0,0,0,0,0,0,0,0,0,0,77,75.67,56.34,0,46.67,30.34,42.17,0,0,79.17,73.83,42.17,53.83,53,81.17,80.33,65.9,82.67,76.51,38.67,18.33,19.17,86.17,0
Desk 2,81.34,0,84.17,79.84,0,0,0,87.17,80.67,78.84,0,78.84,75.5,0,0,0,79.84,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.84,0,0,80.17,81.86,79.34,0,0,0,76,79.17,0,72.5,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 80,80.67,0,80.84,0,0,82.01,2,81.67,0,0,83.67,0,88.6,26.5,0,0,0.67,16.83,0,0,0,0,0,0,0,0,10.67,0,0,0,0,0.33,0,73.21,0,0,0,0,0,0,81.67,0,0,3.67,12.17,81.17,81.17,80.67,81.17,81,80.34,56.17,34.5,80.84,0,0,0,4.33,55.34,0,76.84,47.5,87.55,81.67,79.84
Desk 18,0,80,82,60.83,0,0,78.34,80.34,75.83,0,0,77.66,80,0,0,77.83,79.5,0,0,0,0,0,83.5,81.67,0,0,73.83,77.16,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,79.33,77.17,78.33,83.17,0,0,0,75.83,78,0,0,78.67,83.17,81.83,0
desk 85,0,0,0,0,0,0,0,0,0,0,4,0,79.97,16.34,0,0,0.33,8.33,0.33,0,0,0,3.83,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0.67,0,0,0.5,1.5,0,0.5,0,0,12.84,16.17,3.33,0,0,36.67,9.67,0,1,5.5,0,0,20,0,21,0,0.33,0,0
desk 147,0,0,0,0,0.33,0,0,0,0,0.33,1.83,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,0,0.33,0.33,0,0,1.67,0.33,0,0,0,0,0,0,0.33,0,0,0,0,1.67,0,0,0,0,0.67,0,0,0,0,0,0
desk 140,77.67,78.51,51.34,77.17,76.67,57.17,77.5,77.67,54.34,0,0,76.17,77.34,0,0,39.17,53,78.34,72.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,76.67,81.49,81.98,60.79,77.84,64.67,78.67,71.34,0,80,74.34,80.06,79.84,74.5,77.67,76.67,60.18,64.33
desk 130,79.84,74.04,78.34,81.19,76.17,77.15,75.34,71.3,64.63,72.62,74.93,76.42,0,67.34,0,68.37,1.33,18.16,45.67,59.5,70.81,61.84,74.96,73.11,68.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.83,67.67,77,74,66,61.94,78.67,82.09,82.74,0,64.54,69.7,0,76.5,75.33,87.17,48.66,0,79.67,0
desk 157,85.33,86.67,88.5,70.67,0,43.67,84,15.33,9.33,92.34,84.84,84.17,56.34,0,0,86.84,85.67,0.83,18.83,0,86.49,86.15,82,78.67,0,82,88.95,0,0,0,0,0,0,0,0,0,0,0,0,0,72.67,80.69,74.67,80.35,0,79.17,0,81.34,78.84,76.34,64.46,83.84,48.34,45.17,5.5,61.5,54.17,63.92,38.17,61.74,83.17,83,81,83.89,67.67
